,0,1
0,0.0,0.3385932743549347
1,1.0,0.0007428543176501989
2,0.6932699680328369,0.0264553502202034
3,0.8711533546447754,0.012655741535127163
4,0.9769827127456665,0.009219048544764519
5,0.5876907706260681,0.02673426643013954
6,0.001250922679901123,0.2660433351993561
7,0.7893419861793518,0.01583101600408554
8,0.00025016069412231445,0.3230668604373932
9,0.0010007619857788086,0.29305773973464966
10,0.47635728120803833,0.03620058298110962
11,0.7087815999984741,0.023586735129356384
12,0.8531398773193359,0.013746380805969238
13,0.0005003809928894043,0.3064503073692322
14,0.7593194842338562,0.02096041850745678
15,0.5168876647949219,0.0334259495139122
16,0.0030022263526916504,0.23919610679149628
17,0.02626967430114746,0.145518958568573
18,0.13209909200668335,0.08120990544557571
19,0.02977234125137329,0.1329321414232254
20,0.20190143585205078,0.0693710446357727
21,0.45434075593948364,0.04093147814273834
22,0.010758042335510254,0.18576517701148987
23,0.05929446220397949,0.10859984159469604
24,0.4000500440597534,0.04764268174767494
25,0.04903680086135864,0.1181572750210762
26,0.5419064164161682,0.03051690198481083
27,0.1591193675994873,0.07594133168458939
28,0.5844383239746094,0.0293943639844656
29,0.0025019049644470215,0.25484389066696167
30,0.43332499265670776,0.04253615066409111
31,0.24618464708328247,0.06068676337599754
32,0.010007500648498535,0.1986805498600006
33,0.014010488986968994,0.17144711315631866
34,0.22967225313186646,0.06410302966833115
35,0.41080808639526367,0.04393784701824188
36,0.33500123023986816,0.051164671778678894
37,0.2654491066932678,0.058625660836696625
38,0.17012757062911987,0.07345816493034363
39,0.014761090278625488,0.16277696192264557
40,0.011008262634277344,0.17831890285015106
41,0.7705779075622559,0.020091190934181213
42,0.28371280431747437,0.05730115994811058
43,0.03377532958984375,0.1261346936225891
44,0.22066551446914673,0.06878932565450668
45,0.36327242851257324,0.047734517604112625
46,0.10182636976242065,0.09116678684949875
47,0.019764840602874756,0.15162567794322968
48,0.0007505416870117188,0.2977553904056549
49,0.006004512310028076,0.21797175705432892
50,0.12334251403808594,0.08584637194871902
51,0.040780603885650635,0.12195133417844772
52,0.3597698211669922,0.04864121600985527
53,0.08956718444824219,0.0943988561630249
54,0.3019765019416809,0.055731307715177536
55,0.01601201295852661,0.15642563998699188
56,0.08656489849090576,0.09890280663967133
57,0.11158370971679688,0.08742569386959076
58,0.9994996190071106,0.00503153819590807
59,0.08081060647964478,0.10409674048423767
60,0.9782336950302124,0.005909529980272055
61,0.07205402851104736,0.10607536137104034
62,0.005003750324249268,0.22378186881542206
63,0.0022516846656799316,0.2576237618923187
64,0.5354015827178955,0.03241540864109993
65,0.008005976676940918,0.20203737914562225
66,0.3224918842315674,0.052312951534986496
67,0.004002988338470459,0.23219338059425354
68,0.3142356872558594,0.05477018281817436
69,0.006254673004150391,0.21071757376194
70,0.007255434989929199,0.2086324542760849
71,0.004503369331359863,0.22913439571857452
72,0.862396776676178,0.013498689979314804
