,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.18071111155278746,0.6367878985809791,-0.6278604808194689,-0.6033310942599118,0.04954654221724522,0.19497664639539947,0.11379983792024405,0.46666916335937664,-0.2408611121186858,-0.7949133269488897,-0.17793632317644853,-0.09478884214351473,0.588062715735714,0.2560578513651354,0.6555638823341522,0.7269473343307733,0.25883199662282463,0.15009996617767016,-0.9365111386159543,-0.619936834677546,-0.32340027167081126,-0.34920324539113035,-0.3303821830172423,-0.8434859220985873,0.8290294280872451,0.8124138098502508
1,0.10180066299721555,0.5961947994880327,-0.6282375917490007,0.5893073514900816,0.04978327377762174,0.19470145631033875,0.024832188160646064,0.23516009131121882,-0.24171310186570819,-0.7175366550679632,-0.19845794064329253,-0.7694813313296194,0.8682072159300596,-0.645384757482128,0.6424745681534316,0.6853890093765289,0.25384451477179243,0.13607827931451716,-0.9192136332253963,-0.27492218070095503,-0.4528376386495206,-0.37560738357643075,-0.23493595633107123,-0.769057768052427,0.8255233189220261,0.5841632198695705
2,0.17494726247348355,0.5963336735536632,-0.6280373382496384,0.5622556293514168,0.049183070636666014,0.19499713530819496,-0.06067922903879918,0.46537666317811777,-0.26515259235518174,-0.7966972153887357,-0.17797876878368057,-0.09502579181219016,0.5716751161513774,0.20902319214592996,0.7311663699635026,0.7443978326919104,0.2589780090950993,0.13750487914563805,-0.9349135933559181,-0.570660303409437,-0.27081835019725864,-0.36030687182163734,-0.27440600335096355,-0.7683169464751229,0.8312286881915065,0.8123393833111304
3,0.18068573777552263,0.6367878985809791,-0.6134945124461176,-0.5358601861127331,0.049173880441137144,0.19501493635274803,0.1166059145498232,0.49158849962785145,-0.24015980210307505,-0.7948752027423646,-0.15772684587028854,-0.09440494431442979,0.5880354563286281,0.25497012821697124,0.6555602543636336,0.7275277110918432,0.25881895241589964,0.15120260396313476,-0.9305910583699561,-0.6176845428462314,-0.32334922265624605,-0.349493244963025,-0.3345568125535998,-0.843541191162986,0.829028163912007,0.812410519474549
4,0.1817134580306065,0.5963412055553861,-0.6284655461385337,-0.5936306557483488,0.04952232557196041,0.19499808653075323,0.13454887954993694,0.46723233043055223,-0.23932163135243834,-0.8384306796129624,-0.17285536853199396,-0.11286605443094343,0.5719582388565233,0.2560692742519775,0.659222683676659,0.7280993509841109,0.39291427105862275,0.13752399954349032,-0.9341988037228653,-0.6117714322341294,-0.30446689096698276,-0.3603050016215344,-0.2744494626741994,-0.768294634068563,0.8289033432776588,0.8123435697607939
5,0.5321887742476972,0.5963336735536632,-0.6282336145753357,0.41393520286314595,0.049607790583102634,0.1949980139457607,-0.06074049297281385,0.4672510400951445,-0.23921505690977898,-0.7910224655172271,-0.28100040475522725,-0.09440915779349175,0.5779399994990966,0.25287245116790086,0.6554205972828042,0.744655802697201,0.25858013032622457,0.13756690128520724,-0.9702781399302687,-0.570660303409437,-0.3161917500926411,-0.3603052687235941,-0.27265650248414286,-0.7682948918090662,0.8809777222149151,0.8123420763986345
6,0.18100500247952828,0.605797239103378,-0.5843671835267742,-0.6566735610018752,0.04918483708796182,0.19499915649769953,0.036349061523926085,0.5123676504488117,-0.14614213703791196,-0.7945616096455632,-0.17884092013991812,-0.09454894969736295,0.6821699878456311,0.2531968675321789,0.6384230255139715,0.745900777256744,0.25800110616367433,0.0977891972135666,-0.9694330506628047,-0.6189363484881253,-0.1089573126975801,-0.3704969329852433,-0.33179368425004446,-0.8446124343607997,0.828979670344841,0.8124168276455542
7,0.18068491973815945,0.6061201392694369,-0.6280208242951779,-0.6136852053249223,0.04918482357809162,0.1949975244171663,0.113818495249438,0.4673517709166109,-0.23653178143833054,-0.7962948116752624,-0.17710564248291155,-0.09478140447136373,0.5721415185995605,0.24366533876449475,0.6580959475017151,0.7275470415147228,0.2588591195970401,0.1511815927110386,-0.9797638221829971,-0.6177874218728499,-0.341667759561239,-0.360314314793222,-0.2461011269266754,-0.8430763650063989,0.8289587546149612,0.8123393508080256
8,0.1945281569056941,0.5963336735536632,-0.6282336145753357,0.390087516551621,0.049607790583102634,0.1950128500925571,-0.07107493242800926,0.4675701432253959,-0.24125588575470408,-0.8343984332192769,-0.3641107209785446,-0.06315091223282525,0.5954814219793659,0.2562677205879086,0.5856167079582392,0.7423444584615988,0.25858013032622457,0.13756690128520724,-0.9371782761089812,-0.5703121531032774,-0.3069926785149907,-0.3603053582126609,-0.26977264404748424,-0.7682093276169307,0.8290959126268697,0.8123418731223223
9,0.18068280754362023,0.6097584310028625,-0.6283560444035937,-0.5362624373933048,0.049244265673040105,0.19499708448799932,0.11381949810305117,0.4674656719610521,-0.2395719135153791,-0.7966826059336785,-0.17727887289538644,-0.09440834355096904,0.5902763583938883,0.24496626234655633,0.6555426892579835,0.7273601772615793,0.25892151267997826,0.13948102703190832,-0.9683969683879896,-0.6177874218728499,-0.3234004220290165,-0.3599478659757593,-0.24667737800393633,-0.8460676717682415,0.8290523826892146,0.812339350701236
