,0,1
0,0.999006450176239,0.006840179208666086
1,0.004470944404602051,0.22547529637813568
2,0.009438633918762207,0.18927356600761414
3,0.0004967451095581055,0.3271543085575104
4,0.0,0.33281734585762024
5,0.02434176206588745,0.11735750734806061
6,0.002483844757080078,0.24490463733673096
7,0.7968206405639648,0.020245211198925972
8,0.9995032548904419,0.0064658247865736485
9,0.7873820066452026,0.02146286703646183
10,0.7540983557701111,0.023892726749181747
11,0.02285146713256836,0.11879375576972961
12,0.7054147720336914,0.03310270607471466
13,0.017883777618408203,0.14468160271644592
14,0.17834079265594482,0.05858699232339859
15,0.5966219902038574,0.03926379978656769
16,0.01838052272796631,0.13559170067310333
17,0.035270750522613525,0.1098937839269638
18,0.012916028499603271,0.16758109629154205
19,0.022354722023010254,0.12104819715023041
20,0.0019870996475219727,0.2493758648633957
21,1.0,0.006004054099321365
22,0.013909578323364258,0.16526639461517334
23,0.009935438632965088,0.18527759611606598
24,0.002980649471282959,0.24343153834342957
25,0.3810233473777771,0.048441965132951736
26,0.5911574363708496,0.045494090765714645
27,0.3532041907310486,0.052947044372558594
28,0.14853453636169434,0.08676265925168991
29,0.7168405055999756,0.029207706451416016
30,0.8837555646896362,0.010840406641364098
31,0.15846997499465942,0.06528525799512863
32,0.8946845531463623,0.00825717207044363
33,0.0750124454498291,0.08847391605377197
34,0.7074018716812134,0.030144065618515015
35,0.00745159387588501,0.20666691660881042
36,0.010928988456726074,0.1725587397813797
37,0.01589667797088623,0.16420160233974457
38,0.873323380947113,0.018514400348067284
39,0.6005961298942566,0.039136555045843124
40,0.4649776220321655,0.047779519110918045
41,0.8519622087478638,0.018903762102127075
42,0.0014902949333190918,0.2793872058391571
43,0.0034773945808410645,0.2317153364419937
44,0.28812718391418457,0.05297055095434189
45,0.7342275381088257,0.027188709005713463
46,0.6065573692321777,0.03838066756725311
47,0.804768979549408,0.01948476769030094
48,0.0009935498237609863,0.30392420291900635
49,0.0571286678314209,0.10458803176879883
50,0.005961239337921143,0.2158968448638916
51,0.5896672010421753,0.045932650566101074
